#1.2							
16155	6						
NAME	Description	A-Erg3	A-Erg4	A-Erg5	A-Nrm4	A-Nrm5	A-Nrm6
SEC22C	NA	329	595	666	565	499	289
SEC23A	NA	2880	1400	1883	9634	8605	3277
SEC23B	NA	1611	3062	3348	4636	3772	1828
SEC23IP	NA	1242	1526	1563	3890	2939	1415
SEC24A	NA	1844	1575	2219	2145	1978	2138
SEC24B	NA	1054	943	991	1023	797	797
SEC24C	NA	1304	2272	3018	3045	2334	1657
SEC24D	NA	2949	1164	1685	8783	7188	3376
SEC31A	NA	5032	3216	3725	12229	11078	5453
SEC31B	NA	13	9	37	72	33	47
SEC61a1	NA	9975	8784	8415	17198	15547	7827
SEC61A2	NA	475	312	312	1093	1194	682
SEC61B	NA	2695	3548	3316	4955	4340	2247
SEC61G	NA	402	492	399	589	596	273
SEC62	NA	4176	4265	4893	8862	8169	4909
SEC63	NA	1190	1061	1181	2631	2334	1344
SECISBP2	NA	530	920	1015	718	603	444
SECISBP2L	NA	1593	1585	2112	2807	2319	1823
SECTM1	NA	59	108	144	71	62	8
SEH1L	NA	1953	2156	2748	4794	4808	3916
SEL1L	NA	4472	2321	3352	7421	6034	3466
SEL1L3	NA	80	638	579	1192	744	399
SELE	NA	193	92	176	28	10	36
SELENBP1	NA	13	4	19	16	29	118
SELK	NA	11292	9944	11638	16990	15512	11696
SELL	NA	1866	6800	5490	0	5	49
SELM	NA	4190	683	666	13376	10724	5081
SELP	NA	131	254	416	13	37	18
SELPLG	NA	5877	16953	16170	53	45	373
SEMA3A	NA	334	5	23	18	20	85
SEMA3B	NA	448	79	26	1801	890	612
SEMA3C	NA	151	180	229	20863	12426	6457
SEMA3D	NA	363	116	198	3940	1493	754
SEMA3E	NA	5	14	2	5557	2385	1276
SEMA3F	NA	48	170	68	40	33	103
SEMA3G	NA	4	1	1	11	5	3
SEMA4A	NA	1916	5006	5600	1131	1061	2264
SEMA4B	NA	314	461	578	354	271	432
SEMA4C	NA	231	78	67	642	586	394
SEMA4D	NA	5058	7894	9511	51	49	86
SEMA4F	NA	22	168	171	0	0	1
SEMA4G	NA	6	32	29	33	45	27
SEMA5A	NA	992	230	489	4576	8409	5759
SEMA5B	NA	2	11	4	3	0	9
SEMA6A	NA	135	40	38	345	167	383
SEMA6B	NA	49	19	34	26	18	17
SEMA6C	NA	1	0	0	20	11	1
SEMA6D	NA	53	312	544	395	113	251
SEMA7A	NA	58	41	40	4	2	1
SENP1	NA	478	1244	1046	775	575	563
SENP2	NA	935	895	1294	834	854	720
SENP3	NA	557	529	734	734	661	521
SENP5	NA	589	809	788	595	831	521
SENP6	NA	797	1626	1694	1754	1590	1037
SENP7	NA	544	693	1122	1651	1397	802
SENP8	NA	207	164	202	318	279	195
15-Sep	NA	19261	14141	14287	43591	35134	19128
SEPHS1	NA	566	1139	762	2048	1807	895
SEPHS2	NA	1820	1480	1954	978	954	829
SEPN1	NA	2625	1426	1486	2223	1587	1042
SEPP1	NA	39013	17398	25269	64368	55000	50408
SEPSECS	NA	125	151	163	376	279	168
1-Sep	NA	416	5936	6756	166	142	118
10-Sep	NA	755	389	296	3163	2564	2098
11-Sep	NA	5053	3793	4072	3786	3960	2199
12-Sep	NA	4	2	15	3	3	1
14-Sep	NA	0	2	1	1	9	0
2-Sep	NA	22465	17585	18663	101805	75909	37898
3-Sep	NA	46	92	138	15	48	12
4-Sep	NA	520	60	126	137	129	25
5-Sep	NA	240	30	2	1089	747	352
6-Sep	NA	929	5823	6703	497	405	389
7-Sep	NA	12457	14521	15799	32344	29828	15568
8-Sep	NA	461	169	271	1946	1568	1041
9-Sep	NA	3467	7795	7586	912	1386	1373
SEPW1	NA	10185	13398	13860	26819	20601	12312
SERAC1	NA	128	168	216	314	198	133
SERBP1	NA	5318	9166	9927	7442	7232	5871
SERF1A	NA	526	178	168	1074	1036	513
SERF2	NA	2626	2779	2783	4347	3514	1896
SERGEF	NA	423	541	508	540	589	314
SERHL2	NA	537	707	627	860	722	518
SERINC1	NA	8548	7634	10276	21846	17172	9709
SERINC2	NA	1260	2428	2380	429	470	681
SERINC3	NA	10675	11403	12822	4758	4673	5437
SERINC4	NA	4	3	0	6	26	20
SERINC5	NA	761	974	832	1303	1073	819
SERP1	NA	13015	15832	19165	17101	16054	9905
SERP2	NA	12	24	64	47	14	26
SERPINA10	NA	0	0	0	0	0	0
SERPINA11	NA	1	12	0	0	0	0
SERPINA12	NA	1	4	15	0	1	0
SERPINA1	NA	0	2	0	0	0	0
SERPINA3	NA	25486	1654	2279	3230	2638	1407
SERPINA5	NA	0	0	0	0	0	0
SERPINA6	NA	0	2	5	0	0	0
SERPINA7	NA	0	0	0	0	0	0
SERPINA9	NA	0	8	15	0	0	0
SERPINB10	NA	16	133	45	8	0	2
SERPINB11	NA	56	1137	707	10	2	7
SERPINB12	NA	0	3	1	0	0	18
SERPINB13	NA	0	0	0	0	0	0
SERPINB1	NA	1701	4435	4919	5689	2565	1291
SERPINB2	NA	329	178	16	72	92	27
SERPINB4	NA	0	0	0	0	0	0
SERPINB3	NA	0	0	0	0	0	0
SERPINB5	NA	483	1427	1148	155	171	5540
SERPINB6	NA	5101	2361	3026	35714	23696	14044
SERPINB7	NA	4	38	9	64	10	0
SERPINB8	NA	623	262	474	395	278	409
SERPINB9	NA	4246	5087	6722	1645	1614	806
SERPINC1	NA	36	30	12	18	43	10
SERPIND1	NA	413	87	62	5	0	2
SERPINE1	NA	2133	236	684	927	973	401
SERPINE2	NA	4320	1228	1732	48993	36621	15014
SERPINE3	NA	7	22	39	40	25	18
SERPINF1	NA	24725	1828	1946	41835	39070	15865
SERPINF2	NA	5	19	9	2	8	0
SERPING1	NA	72388	5626	6714	207973	165257	70112
SERPINH1	NA	40219	2099	2253	98723	110030	42812
SERPINI1	NA	77	401	485	145	297	99
SERPINI2	NA	0	0	0	0	1	0
SERTAD1	NA	6829	3386	5903	6298	5654	8285
SERTAD2	NA	963	799	1376	1212	777	1214
SERTAD3	NA	409	666	597	1221	980	523
SERTAD4	NA	304	81	68	1194	1510	573
SERTM1	NA	0	0	0	0	0	0
SESN1	NA	621	1915	1649	3026	2426	2570
SESN2	NA	966	489	665	242	273	743
SESN3	NA	168	623	433	198	117	187
SESTD1	NA	735	316	537	1605	1122	659
SET	NA	5908	11339	10742	11119	10471	7429
SETBP1	NA	537	361	389	952	1274	1040
SETD1A	NA	227	251	441	288	247	225
SETD2	NA	1116	1584	2412	2195	1992	1305
SETD3	NA	1181	1148	1658	1825	2026	1247
SETD4	NA	90	174	295	121	134	154
SETD5	NA	478	884	874	1062	872	554
SETD6	NA	67	164	110	102	119	106
SETD7	NA	559	493	643	1313	1011	638
SETD8	NA	736	1058	1237	1147	1130	689
SETDB1	NA	409	754	801	1284	904	565
SETDB2	NA	273	682	954	670	494	403
SETX	NA	616	1886	2187	1430	1025	900
SEZ6	NA	0	0	2	4	1	0
SEZ6L	NA	17	3	21	0	12	0
SEZ6L2	NA	27	7	9	4	9	0
SF3A1	NA	1596	2420	3050	2297	2236	1555
SF3A3	NA	1373	2067	2039	2406	1949	1587
SF3B1	NA	10428	13308	17725	10915	9854	11341
SF3B2	NA	5411	8697	9296	11712	9556	6096
SF3B3	NA	1672	2439	3388	3176	3023	1926
SF3B4	NA	828	1352	1245	883	920	917
SF3B5	NA	2241	3266	3565	3621	3224	1946
SFI1	NA	423	954	1314	560	328	334
SFMBT1	NA	1159	922	985	644	468	354
SFMBT2	NA	24	139	117	83	70	24
SFN	NA	1524	1303	2026	1096	975	10274
SFPQ	NA	2317	2988	3384	1874	1768	2193
SFR1	NA	3968	4001	4119	12873	10208	6422
SFRP1	NA	52200	2651	3420	7318	7325	2389
SFRP2	NA	2741	198	270	1922	4380	2190
SFRP4	NA	22351	2830	2023	1529	1267	797
SFRP5	NA	15	11	9	1	0	0
SFSWAP	NA	315	503	645	519	358	445
SFT2D1	NA	526	564	580	502	475	333
SFT2D2	NA	1722	2939	3260	2483	2326	1922
SFT2D3	NA	17	89	128	88	82	69
SFTPA1	NA	0	1	1	1	1	0
SFTPB	NA	10	5	15	1	5	1
SFTPC	NA	2	0	0	0	0	1
SFTPD	NA	84	563	292	1	3	0
SFXN1	NA	1244	1894	1912	7265	4717	3341
SFXN2	NA	341	356	474	754	629	798
SFXN3	NA	3604	2300	2803	9760	7457	4333
SFXN4	NA	74	94	95	296	173	93
SFXN5	NA	1004	536	428	653	412	275
SGCA	NA	12	2	4	4	12	0
SGCB	NA	886	651	638	3110	3236	1656
SGCD	NA	21	1	2	154	157	70
SGCE	NA	1198	167	240	15260	11082	5425
SGCG	NA	7	7	7	17	7	0
SGCZ	NA	0	0	4	4	0	0
SGIP1	NA	46	345	315	32	39	16
SGK1	NA	22337	12385	15158	21452	19657	11742
SGK2	NA	4	4	11	8	24	3
C8orf44-SGK3	NA	1358	1211	1026	896	1153	1008
SGMS1	NA	1016	2382	3351	1522	1137	1209
SGMS2	NA	2061	1198	1034	5500	5193	2809
SGOL1	NA	66	223	235	234	167	59
SGPL1	NA	5361	2756	4245	2858	2431	2414
SGPP1	NA	773	1072	1208	1830	1479	836
SGPP2	NA	10	90	65	15	55	14
SGSH	NA	390	503	498	636	555	350
SGSM1	NA	16	38	76	38	9	2
SGSM2	NA	220	143	66	1026	630	411
SGSM3	NA	586	599	731	969	708	569
SGTA	NA	2365	2433	2399	4720	3969	2170
SGTB	NA	77	56	86	306	287	153
SH2B1	NA	459	1060	1336	805	641	575
SH2B2	NA	1290	418	537	112	130	23
SH2B3	NA	213	202	249	143	118	98
SH2D1A	NA	183	1888	2075	0	1	0
SH2D1B	NA	517	506	568	2	6	0
SH2D2A	NA	1959	15175	19802	7	21	1
SH2D3C	NA	3015	2988	3034	68	68	85
SH2D4A	NA	272	258	146	1447	1099	883
SH2D4B	NA	15	12	11	0	2	1
SH2D5	NA	51	82	83	0	2	4
SH2D7	NA	7	0	10	7	2	4
SH3BGRL	NA	12816	8467	10433	19540	17605	11271
SH3BGRL2	NA	293	891	753	1471	722	580
SH3BGRL3	NA	11677	19142	24036	5822	4540	4963
SH3BP1	NA	803	1077	1129	463	272	419
SH3BP2	NA	1559	1073	1317	572	359	307
SH3BP4	NA	414	392	592	780	817	625
SH3BP5	NA	828	955	829	850	580	511
SH3BP5L	NA	322	396	411	535	668	334
SH3D19	NA	965	296	406	4560	3351	2122
SH3D21	NA	99	137	102	286	114	192
SH3GL1	NA	2307	2749	2839	5453	4334	2646
SH3GL2	NA	1	33	57	491	390	740
SH3GL3	NA	0	5	0	6	4	0
SH3GLB1	NA	4857	3934	4841	4651	3821	2574
SH3GLB2	NA	931	1261	1232	2786	2034	1173
SH3KBP1	NA	4363	5734	6763	6115	4959	2096
SH3PXD2A	NA	557	243	265	652	701	173
SH3PXD2B	NA	1604	422	678	1756	1423	815
SH3RF1	NA	643	634	632	981	855	1349
SH3RF2	NA	22	102	193	7	81	213
SH3RF3	NA	46	0	0	111	141	43
SH3TC1	NA	581	301	471	21	17	122
SH3TC2	NA	6	11	12	54	39	27
SHANK1	NA	29	12	25	34	18	10
SHANK2	NA	3	12	17	12	7	5
SHANK3	NA	0	17	6	0	0	0
SHARPIN	NA	639	1497	1559	947	834	643
SHB	NA	133	81	83	175	93	140
SHBG	NA	8	5	38	0	32	1
SHC1	NA	2047	1286	1524	4039	3436	2352
SHC2	NA	172	56	24	444	366	255
SHC3	NA	0	1	0	7	15	0
SHC4	NA	146	1	24	40	15	7
SHCBP1	NA	199	457	326	178	95	94
SHCBP1L	NA	14	27	41	4	16	14
SHD	NA	10	2	2	0	2	1
SHE	NA	32	134	230	152	178	16
SHF	NA	32	28	0	4	8	7
SHFM1	NA	5697	6961	7017	7431	5875	5324
SHH	NA	0	0	4	23	8	351
SHISA2	NA	1	37	54	14	71	18
SHISA3	NA	49	16	12	68	75	35
SHISA4	NA	314	34	22	246	366	79
SHISA5	NA	11445	48462	46075	10490	8265	5299
SHISA6	NA	16	1	1	10	10	0
SHISA7	NA	5	0	4	1	3	3
SHISA9	NA	22	0	0	201	129	68
SHKBP1	NA	682	1504	1347	429	397	252
SHMT1	NA	114	353	398	164	131	489
SHMT2	NA	903	1418	1407	1382	1091	963
SHOC2	NA	1533	2209	2646	4259	4251	3129
SHOX2	NA	0	4	8	1	1	0
SHPK	NA	46	88	135	767	408	311
SHPRH	NA	192	554	692	471	593	389
SHQ1	NA	132	122	195	238	442	149
SHROOM1	NA	29	37	15	156	137	50
SHROOM2	NA	87	105	100	147	105	141
SHROOM3	NA	97	253	130	261	278	526
SHROOM4	NA	11	0	1	11	18	14
SIAE	NA	878	806	926	2757	2203	981
SIAH1	NA	201	375	287	503	354	303
SIAH2	NA	267	268	285	222	283	482
SIAH3	NA	0	16	11	0	0	0
SIDT1	NA	65	1068	1042	188	135	22
SIDT2	NA	1952	2533	2761	2622	2021	1672
SIGIRR	NA	163	1880	1449	143	65	34
SIGLEC1	NA	380	135	195	22	26	68
SIGLEC15	NA	2	0	0	1	0	0
SIGLEC9	NA	1800	1446	1079	15	0	102
SIGLEC10	NA	191	1260	1233	0	16	68
SIGMAR1	NA	2085	1273	962	4427	4207	1925
SIK2	NA	214	159	157	182	120	94
SIK3	NA	623	451	523	707	423	412
SIKE1	NA	615	995	1165	1370	1354	734
SIL1	NA	1117	1746	1380	2796	2469	937
SIM1	NA	0	1	4	1	26	0
SIM2	NA	0	0	22	1	0	0
SIMC1	NA	592	350	653	363	239	372
SIN3A	NA	813	1191	1442	1753	1450	942
SIN3B	NA	2430	2831	2791	2261	2177	1432
SIPA1	NA	528	931	1002	548	406	353
SIPA1L2	NA	597	316	472	225	257	153
SIPA1L3	NA	161	130	225	159	142	139
SIRPA	NA	3410	1694	2113	4333	2261	1791
SIRPB1	NA	1347	591	457	0	0	6
SIRT1	NA	832	566	969	687	760	914
SIRT2	NA	3206	3131	3403	6543	5198	3320
SIRT3	NA	273	383	343	885	615	573
SIRT4	NA	162	287	209	477	371	271
SIRT5	NA	127	243	250	489	319	328
SIRT6	NA	460	538	589	527	579	281
SIRT7	NA	609	1312	1142	449	373	351
SI	NA	0	0	11	1	4	0
SIT1	NA	165	1991	1663	9	10	0
SIVA1	NA	951	564	834	656	820	1114
SIX1	NA	158	242	213	947	565	393
SIX2	NA	0	0	0	0	0	2
SIX3	NA	4	47	43	0	5	1
SIX4	NA	154	123	115	156	318	216
SIX5	NA	178	32	14	354	470	183
SIX6	NA	0	0	0	0	0	0
SKA1	NA	86	174	193	33	59	28
SKA2	NA	312	522	409	780	639	360
SKA3	NA	102	265	255	82	105	39
SKAP2	NA	4109	2934	3090	857	422	716
SKI	NA	2420	2185	2985	4199	3811	2624
SKIDA1	NA	5	25	9	50	38	18
SKIL	NA	30743	22663	38217	6857	7848	5725
SKIV2L	NA	822	1181	1493	1323	865	738
SKIV2L2	NA	1022	1025	1696	2748	2620	1458
SKOR2	NA	0	1	1	0	0	0
SKP1	NA	8477	10051	10193	17764	17923	13464
SKP2	NA	122	124	155	282	147	142
SLA	NA	3640	8720	10794	104	158	255
SLA2	NA	373	2284	2470	21	14	14
SLAIN1	NA	145	616	681	14	33	13
SLAIN2	NA	580	803	1021	1833	1581	813
SLAMF1	NA	76	1374	1574	2	10	4
SLAMF6	NA	404	1806	1653	0	0	63
SLAMF7	NA	2442	2456	4104	25	7	260
SLAMF8	NA	1407	428	1123	29	20	68
SLAMF9	NA	4092	2648	3693	94	45	158
SLBP	NA	4049	4849	5437	4581	3916	4256
SLC10A1	NA	32	36	123	59	53	44
SLC10A2	NA	1	11	6	0	4	0
SLC10A3	NA	608	941	713	1203	931	714
SLC10A4	NA	0	2	6	0	2	1
SLC10A5	NA	6	78	60	1	1	9
SLC10A6	NA	863	91	172	6567	3947	3479
SLC10A7	NA	384	446	401	578	527	257
SLC11A1	NA	7479	2082	3347	73	49	484
SLC11A2	NA	1310	853	1136	1410	980	587
SLC12A1	NA	2	3	7	0	2	0
SLC12A2	NA	2162	12116	10218	1987	1180	490
SLC12A3	NA	2	1	7	0	0	0
SLC12A4	NA	1484	440	547	2807	2658	1664
SLC12A5	NA	9	22	5	3	5	0
SLC12A6	NA	1248	1781	2093	1869	1730	1609
SLC12A7	NA	448	736	988	219	269	415
SLC12A8	NA	123	57	65	744	393	302
SLC12A9	NA	271	355	299	375	236	170
SLC13A1	NA	0	1	1	1	0	0
SLC13A2	NA	4	0	0	2	1	0
SLC13A3	NA	321	255	169	8	1	102
SLC13A4	NA	6	15	42	11	27	6
SLC13A5	NA	7	15	5	5	2	0
SLC14A1	NA	55	540	620	352	222	333
SLC14A2	NA	0	0	1	29	0	0
SLC15A1	NA	0	8	16	3	14	0
SLC15A2	NA	221	518	447	225	491	564
SLC15A3	NA	4066	1176	2375	3	7	60
SLC15A4	NA	379	513	329	183	282	162
SLC15A5	NA	2	0	3	1	11	0
SLC16A1	NA	1204	485	535	1215	1254	1431
SLC16A10	NA	286	186	272	185	201	246
SLC16A11	NA	6	67	10	9	9	61
SLC16A12	NA	110	104	95	0	15	18
SLC16A13	NA	105	186	151	103	121	527
SLC16A14	NA	3	22	2	0	0	7
SLC16A2	NA	1335	217	103	2671	1598	1073
SLC16A3	NA	2234	2409	1024	190	187	113
SLC16A4	NA	119	76	94	21	45	13
SLC16A5	NA	21	11	23	14	29	9
SLC16A6	NA	885	2020	3447	109	135	116
SLC16A7	NA	210	263	269	848	693	396
SLC16A8	NA	8	0	1	0	0	0
SLC16A9	NA	56	27	36	9048	5084	2263
SLC17A1	NA	1	0	9	0	1	0
SLC17A2	NA	0	0	2	0	0	0
SLC17A3	NA	3	0	0	0	1	6
SLC17A4	NA	0	1	16	4	7	0
SLC17A5	NA	575	352	279	1025	830	676
SLC17A6	NA	2	13	23	0	3	0
SLC17A7	NA	0	0	13	1	1	0
SLC17A8	NA	5	8	2	444	118	61
SLC17A9	NA	123	777	575	151	125	62
SLC18A1	NA	6	85	118	194	238	9
SLC18A2	NA	430	525	604	563	783	380
SLC18A3	NA	10	3	0	0	0	0
SLC18B1	NA	141	36	86	762	493	298
SLC19A1	NA	384	404	356	426	380	297
SLC19A2	NA	105	196	220	498	399	273
SLC19A3	NA	0	1	5	0	32	14
SLC1A1	NA	12	6	25	17	74	14
SLC1A2	NA	49	86	31	67	68	9
SLC1A3	NA	61	30	86	261	363	516
SLC1A4	NA	101	109	123	383	316	215
SLC1A5	NA	2441	4369	5171	14207	9906	7197
SLC1A6	NA	1	0	1	3	1	6
SLC1A7	NA	8	11	2	3	29	0
SLC20A1	NA	3182	2596	5118	844	946	1052
SLC20A2	NA	258	230	216	704	635	707
SLC22A1	NA	11	113	59	1202	897	146
SLC22A12	NA	0	4	0	0	0	0
SLC22A13	NA	9	31	31	3	31	4
SLC22A14	NA	0	0	0	2	32	0
SLC22A15	NA	123	193	163	115	184	208
SLC22A16	NA	0	0	0	4	0	0
SLC22A17	NA	173	48	63	443	382	375
SLC22A18	NA	224	243	254	378	240	206
SLC22A24	NA	0	0	12	0	2	0
SLC22A2	NA	0	1	6	0	0	0
SLC22A23	NA	54	133	133	38	121	145
SLC22A25	NA	0	2	20	11	28	0
SLC22A3	NA	11	2	12	16	16	0
SLC22A4	NA	130	59	37	382	487	257
SLC22A5	NA	274	281	370	1191	1155	448
SLC22A6	NA	1	1	6	1	5	0
SLC22A7	NA	0	0	0	0	0	0
SLC22A8	NA	13	24	64	1	25	0
SLC23A1	NA	25	16	11	60	68	16
SLC23A2	NA	928	852	1076	982	938	946
SLC23A3	NA	10	9	3	4	11	9
SLC24A1	NA	39	68	127	12	15	14
SLC24A2	NA	0	0	30	17	36	0
SLC24A3	NA	27	93	47	157	148	23
SLC24A4	NA	6	4	9	3	5	2
SLC24A5	NA	1	5	8	8	9	7
SLC25A10	NA	1142	2104	2050	1346	905	697
SLC25A11	NA	2028	3037	2787	2684	2422	2218
SLC25A12	NA	745	1029	1418	2067	1659	1059
SLC25A13	NA	72	158	158	247	256	289
SLC25A14	NA	276	260	195	600	698	425
SLC25A15	NA	161	234	197	450	607	287
SLC25A16	NA	163	384	435	385	327	279
SLC25A17	NA	2980	4012	4108	7060	6370	4343
SLC25A18	NA	4	12	2	6	3	12
SLC25A19	NA	1366	2590	2820	1702	1615	630
SLC25A20	NA	1888	1404	1799	2710	2376	1342
SLC25A21	NA	0	1	1	65	45	86
SLC25A22	NA	616	1405	1166	658	674	505
SLC25A23	NA	95	91	120	472	269	183
SLC25A24	NA	1290	1121	1330	6602	4434	2660
SLC25A25	NA	2509	520	666	1332	1731	5413
SLC25A26	NA	119	163	155	149	297	148
SLC25A27	NA	0	44	30	27	118	72
SLC25A28	NA	134	184	289	226	249	171
SLC25A29	NA	138	183	107	515	592	256
SLC25A3	NA	9843	8435	10945	10215	8211	9289
SLC25A30	NA	366	335	440	1195	905	592
SLC25A31	NA	0	6	0	27	5	16
SLC25A32	NA	307	412	585	657	546	459
SLC25A33	NA	275	175	189	74	158	49
SLC25A34	NA	1	13	0	3	4	3
SLC25A35	NA	64	314	272	428	388	146
SLC25A36	NA	718	721	1270	1382	1450	1064
SLC25A37	NA	1165	1188	1283	421	392	1011
SLC25A38	NA	495	748	907	549	468	490
SLC25A39	NA	2052	2328	2431	4047	3754	2534
SLC25A4	NA	11813	9034	9063	29534	23965	13870
SLC25A40	NA	200	577	540	602	563	328
SLC25A41	NA	0	0	0	0	0	0
SLC25A42	NA	74	191	172	246	148	109
SLC25A43	NA	35	6	20	0	8	26
SLC25A44	NA	1124	1083	1080	1814	1937	1035
SLC25A45	NA	1116	1543	1860	635	335	354
SLC25A46	NA	615	692	1054	1320	1250	876
SLC25A47	NA	56	6	25	91	125	75
SLC25A5	NA	14735	24946	26115	16050	15855	18357
SLC25A51	NA	2291	2384	2331	4327	3766	2502
SLC25A53	NA	50	217	207	62	76	48
SLC26A1	NA	13	5	6	13	9	6
SLC26A11	NA	2291	1066	3019	687	556	382
SLC26A2	NA	863	647	1076	550	520	581
SLC26A3	NA	0	4	1	230	223	22
SLC26A4	NA	9	187	109	109	5	3
SLC26A5	NA	1	5	3	1	6	0
SLC26A6	NA	103	80	118	128	214	174
SLC26A7	NA	0	2	3	1	2	0
SLC26A9	NA	66	14	44	0	13	0
SLC27A1	NA	772	561	628	582	802	1417
SLC27A2	NA	7	14	13	12	5	0
SLC27A3	NA	84	73	12	270	97	97
SLC27A4	NA	365	242	359	597	470	238
SLC27A5	NA	16	21	51	18	14	0
SLC27A6	NA	14	169	176	8	67	5
SLC28A1	NA	2	9	9	1	16	18
SLC28A2	NA	347	1206	1352	7	5	164
SLC29A1	NA	1255	1669	1306	9003	9540	4159
SLC29A2	NA	123	38	181	203	85	123
SLC29A3	NA	2148	1563	2090	1162	877	630
SLC29A4	NA	1	22	20	1	3	0
SLC2A1	NA	4728	3555	3707	992	965	3147
SLC2A10	NA	319	74	94	1945	1579	695
SLC2A12	NA	218	381	539	107	112	39
SLC2A13	NA	239	18	55	286	308	73
SLC2A2	NA	0	12	10	1	31	3
SLC2A3	NA	1344	2561	2382	504	557	260
SLC2A4	NA	20	1	20	30	49	499
SLC2A5	NA	0	3	6	0	1	0
SLC2A6	NA	1409	1248	1428	51	58	58
SLC2A7	NA	2	5	8	0	4	0
SLC2A8	NA	263	209	316	448	437	301
SLC2A9	NA	27	195	182	85	45	167
SLC30A1	NA	459	262	494	133	205	160
SLC30A10	NA	0	0	14	27	9	0
SLC30A2	NA	18	29	36	812	803	221
SLC30A3	NA	0	0	3	0	11	0
SLC30A4	NA	356	103	218	922	901	440
SLC30A5	NA	655	795	980	1466	1462	813
SLC30A6	NA	859	715	672	1721	1358	909
SLC30A7	NA	1577	1538	1742	2759	2425	1245
SLC30A8	NA	0	0	0	0	1	0
SLC30A9	NA	576	600	686	578	584	546
SLC31A1	NA	3817	3794	3507	3472	3660	2306
SLC31A2	NA	2655	1709	1963	3944	2913	1459
SLC32A1	NA	5	1	7	0	0	0
SLC33A1	NA	764	523	731	2105	2216	1036
SLC34A1	NA	5	14	15	2	2	0
SLC34A2	NA	3	326	259	47	38	0
SLC34A3	NA	0	0	8	0	0	0
SLC35A1	NA	1080	916	951	3700	3632	1823
SLC35A3	NA	215	575	681	561	464	206
SLC35A4	NA	1964	3585	3524	4040	3801	2371
SLC35A5	NA	776	879	910	3138	2325	1565
SLC35B1	NA	2308	2291	2394	3228	3240	1913
SLC35B2	NA	1783	1422	1485	2169	1887	1078
SLC35B3	NA	481	915	873	1056	802	501
SLC35B4	NA	891	856	774	2604	1863	1039
SLC35C1	NA	447	969	1259	571	539	380
SLC35C2	NA	1859	2751	3057	2270	2356	867
SLC35D1	NA	602	504	1273	455	383	610
SLC35D2	NA	339	634	747	801	678	489
SLC35D3	NA	0	0	9	2	2	0
SLC35E1	NA	666	974	980	900	844	734
SLC35E2B	NA	507	842	924	576	535	543
SLC35E3	NA	166	94	156	337	344	152
SLC35E4	NA	878	392	417	766	795	465
SLC35F1	NA	0	4	2	0	4	3
SLC35F2	NA	210	233	206	100	25	18
SLC35F3	NA	1	9	8	0	3	0
SLC35F4	NA	0	3	5	1	5	0
SLC35F5	NA	1336	1355	1324	3303	2391	1731
SLC35F6	NA	1780	1089	1169	1174	1290	709
SLC35G1	NA	11	126	98	100	92	94
SLC35G2	NA	23	22	8	115	95	43
SLC35G6	NA	0	0	0	0	1	0
SLC36A1	NA	167	231	212	279	218	184
SLC36A2	NA	92	6	33	46	46	21
SLC36A3	NA	81	35	62	2	4	4
SLC36A4	NA	229	150	142	342	362	134
SLC37A1	NA	119	633	770	244	183	196
SLC37A2	NA	1280	525	802	338	457	236
SLC37A3	NA	736	998	1205	2592	2207	965
SLC37A4	NA	338	406	311	744	711	471
SLC38A1	NA	2448	4508	5491	738	607	157
SLC38A10	NA	4664	2941	3176	8326	6805	4105
SLC38A11	NA	1	1	13	0	3	0
SLC38A2	NA	11825	6026	8411	10052	8642	13906
SLC38A3	NA	0	6	4	18	7	0
SLC38A4	NA	0	15	9	772	640	184
SLC38A5	NA	43	0	0	1333	1438	245
SLC38A6	NA	187	190	269	291	180	187
SLC38A7	NA	420	174	320	608	641	272
SLC38A8	NA	2	17	14	3	8	0
SLC38A9	NA	456	686	924	844	833	600
SLC39A1	NA	9253	3032	3504	12843	10656	6249
SLC39A10	NA	597	576	599	1810	1975	1218
SLC39A11	NA	772	1273	1129	901	781	365
SLC39A12	NA	4	6	6	1	6	1
SLC39A13	NA	2054	565	545	3088	2811	1089
SLC39A14	NA	716	254	330	280	184	374
SLC39A2	NA	9	7	29	0	24	3
SLC39A3	NA	328	260	479	786	810	489
SLC39A4	NA	693	2926	2219	161	168	236
SLC39A5	NA	1	7	4	0	0	0
SLC39A6	NA	1046	464	845	1841	1206	755
SLC39A7	NA	4535	3477	2990	8168	7097	3952
SLC39A8	NA	579	3428	1975	920	962	151
SLC39A9	NA	955	984	1268	2798	2465	1157
SLC3A1	NA	7	3	7	6	7	1
SLC3A2	NA	16908	13571	18765	6097	6072	7233
SLC40A1	NA	2264	4092	2638	604	566	735
SLC41A1	NA	765	864	833	1148	1237	809
SLC41A2	NA	664	254	511	662	642	212
SLC41A3	NA	506	160	259	2000	1233	583
SLC43A1	NA	459	163	128	2993	2151	999
SLC43A2	NA	1321	1607	1813	125	144	295
SLC43A3	NA	3668	836	761	41760	24250	13113
SLC44A1	NA	294	164	79	1919	1224	752
SLC44A2	NA	4880	4804	5828	3418	2954	1915
SLC44A3	NA	68	534	266	361	443	460
SLC44A4	NA	109	1075	860	608	335	29
SLC44A5	NA	1	16	4	45	26	18
SLC45A1	NA	0	0	2	11	19	3
SLC45A2	NA	0	1	1	0	0	0
SLC45A3	NA	742	3190	2854	1373	1005	795
SLC45A4	NA	222	215	301	315	422	180
